X,Y,PredictedY,Error
-0.284503,-0.284574,-0.285442,0.000868
-0.284157,-0.284156,-0.285095,0.000939
-0.283810,-0.283828,-0.284749,0.000921
-0.283464,-0.283555,-0.284402,0.000847
-0.283117,-0.283197,-0.284056,0.000859
-0.282771,-0.282833,-0.283709,0.000876
-0.282425,-0.282476,-0.283363,0.000888
-0.282078,-0.282228,-0.283017,0.000788
-0.281732,-0.281798,-0.282670,0.000872
-0.281385,-0.281529,-0.282324,0.000795
-0.281039,-0.281079,-0.281977,0.000898
-0.280692,-0.280757,-0.281631,0.000874
-0.280346,-0.280393,-0.281285,0.000892
-0.280000,-0.280006,-0.280938,0.000932
-0.279653,-0.279642,-0.280592,0.000950
-0.279307,-0.279455,-0.280245,0.000791
-0.278960,-0.278966,-0.279899,0.000933
-0.278614,-0.278736,-0.279553,0.000817
-0.278268,-0.278267,-0.279206,0.000939
-0.277921,-0.278040,-0.278860,0.000820
-0.277575,-0.277656,-0.278513,0.000857
-0.277228,-0.277243,-0.278167,0.000924
-0.276882,-0.277024,-0.277821,0.000797
-0.276536,-0.276622,-0.277474,0.000853
-0.276189,-0.276249,-0.277128,0.000878
-0.275843,-0.275938,-0.276781,0.000843
-0.275496,-0.275495,-0.276435,0.000940
-0.275150,-0.275190,-0.276088,0.000899
-0.274804,-0.274828,-0.275742,0.000914
-0.274457,-0.274484,-0.275396,0.000912
-0.274111,-0.274128,-0.275049,0.000921
-0.273764,-0.273787,-0.274703,0.000916
-0.273418,-0.273521,-0.274356,0.000836
-0.273071,-0.273203,-0.274010,0.000807
-0.272725,-0.272780,-0.273664,0.000883
-0.272379,-0.272447,-0.273317,0.000870
-0.272032,-0.272089,-0.272971,0.000881
-0.271686,-0.271800,-0.272624,0.000824
-0.271339,-0.271395,-0.272278,0.000883
-0.270993,-0.271120,-0.271932,0.000812
-0.270647,-0.270701,-0.271585,0.000884
-0.270300,-0.270299,-0.271239,0.000940
-0.269954,-0.270001,-0.270892,0.000891
-0.269607,-0.269657,-0.270546,0.000889
-0.269261,-0.269295,-0.270200,0.000905
-0.268915,-0.268996,-0.269853,0.000857
-0.268568,-0.268657,-0.269507,0.000849
-0.268222,-0.268223,-0.269160,0.000937
-0.267875,-0.267982,-0.268814,0.000832
-0.267529,-0.267665,-0.268467,0.000803
-0.267182,-0.267311,-0.268121,0.000810
-0.266836,-0.266902,-0.267775,0.000872
-0.266490,-0.266581,-0.267428,0.000847
-0.266143,-0.266188,-0.267082,0.000893
-0.265797,-0.265848,-0.266735,0.000888
-0.265450,-0.265486,-0.266389,0.000903
-0.265104,-0.265156,-0.266043,0.000887
-0.264758,-0.264901,-0.265696,0.000795
-0.264411,-0.264566,-0.265350,0.000784
-0.264065,-0.264208,-0.265003,0.000795
-0.263718,-0.263742,-0.264657,0.000915
-0.263372,-0.263372,-0.264311,0.000938
-0.263026,-0.263124,-0.263964,0.000841
-0.262679,-0.262733,-0.263618,0.000884
-0.262333,-0.262441,-0.263271,0.000830
-0.261986,-0.262075,-0.262925,0.000850
-0.261640,-0.261710,-0.262578,0.000868
-0.261294,-0.261308,-0.262232,0.000924
-0.260947,-0.261079,-0.261886,0.000806
-0.260601,-0.260753,-0.261539,0.000786
-0.260254,-0.260401,-0.261193,0.000792
-0.259908,-0.259962,-0.260846,0.000884
-0.259561,-0.259666,-0.260500,0.000834
-0.259215,-0.259321,-0.260154,0.000832
-0.258869,-0.258941,-0.259807,0.000867
-0.258522,-0.258626,-0.259461,0.000834
-0.258176,-0.258197,-0.259114,0.000918
-0.257829,-0.257843,-0.258768,0.000925
-0.257483,-0.257582,-0.258422,0.000839
-0.257137,-0.257156,-0.258075,0.000920
-0.256790,-0.256884,-0.257729,0.000844
-0.256444,-0.256525,-0.257382,0.000857
-0.256097,-0.256195,-0.257036,0.000841
-0.255751,-0.255808,-0.256690,0.000882
-0.255405,-0.255516,-0.256343,0.000828
-0.255058,-0.255147,-0.255997,0.000850
-0.254712,-0.254753,-0.255650,0.000897
-0.254365,-0.254468,-0.255304,0.000836
-0.254019,-0.254082,-0.254957,0.000875
-0.253673,-0.253763,-0.254611,0.000848
-0.253326,-0.253387,-0.254265,0.000877
-0.252980,-0.253127,-0.253918,0.000792
-0.252633,-0.252768,-0.253572,0.000804
-0.252287,-0.252427,-0.253225,0.000798
-0.251940,-0.252027,-0.252879,0.000852
-0.251594,-0.251649,-0.252533,0.000883
-0.251248,-0.251307,-0.252186,0.000879
-0.250901,-0.250890,-0.251840,0.000950
-0.250555,-0.250666,-0.251493,0.000828
-0.250208,-0.250313,-0.251147,0.000834
-0.249862,-0.249938,-0.250801,0.000862
-0.249516,-0.249578,-0.250454,0.000876
-0.249169,-0.249296,-0.250108,0.000811
-0.248823,-0.248873,-0.249761,0.000888
-0.248476,-0.248580,-0.249415,0.000835
-0.248130,-0.248174,-0.249068,0.000895
-0.247784,-0.247774,-0.248722,0.000949
-0.247437,-0.247444,-0.248376,0.000932
-0.247091,-0.247135,-0.248029,0.000895
-0.246744,-0.246777,-0.247683,0.000906
-0.246398,-0.246488,-0.247336,0.000848
-0.246051,-0.246036,-0.246990,0.000954
-0.245705,-0.245773,-0.246644,0.000870
-0.245359,-0.245360,-0.246297,0.000937
-0.245012,-0.245046,-0.245951,0.000905
-0.244666,-0.244717,-0.245604,0.000888
-0.244319,-0.244320,-0.245258,0.000938
-0.243973,-0.243987,-0.244912,0.000925
-0.243627,-0.243779,-0.244565,0.000786
-0.243280,-0.243318,-0.244219,0.000901
-0.242934,-0.243062,-0.243872,0.000811
-0.242587,-0.242657,-0.243526,0.000869
-0.242241,-0.242345,-0.243180,0.000835
-0.241895,-0.242021,-0.242833,0.000813
-0.241548,-0.241607,-0.242487,0.000880
-0.241202,-0.241336,-0.242140,0.000804
-0.240855,-0.240864,-0.241794,0.000930
-0.240509,-0.240640,-0.241447,0.000807
-0.240163,-0.240179,-0.241101,0.000922
-0.239816,-0.239945,-0.240755,0.000809
-0.239470,-0.239605,-0.240408,0.000803
-0.239123,-0.239268,-0.240062,0.000794
-0.238777,-0.238857,-0.239715,0.000858
-0.238430,-0.238542,-0.239369,0.000827
-0.238084,-0.238217,-0.239023,0.000806
-0.237738,-0.237734,-0.238676,0.000942
-0.237391,-0.237377,-0.238330,0.000952
-0.237045,-0.237082,-0.237983,0.000902
-0.236698,-0.236828,-0.237637,0.000809
-0.236352,-0.236343,-0.237291,0.000947
-0.236006,-0.236084,-0.236944,0.000860
-0.235659,-0.235730,-0.236598,0.000868
-0.235313,-0.235342,-0.236251,0.000909
-0.234966,-0.235014,-0.235905,0.000890
-0.234620,-0.234746,-0.235558,0.000813
-0.234274,-0.234419,-0.235212,0.000793
-0.233927,-0.234082,-0.234866,0.000783
-0.233581,-0.233703,-0.234519,0.000816
-0.233234,-0.233240,-0.234173,0.000933
-0.232888,-0.232910,-0.233826,0.000916
-0.232541,-0.232560,-0.233480,0.000920
-0.232195,-0.232303,-0.233134,0.000831
-0.231849,-0.231953,-0.232787,0.000834
-0.231502,-0.231577,-0.232441,0.000864
-0.231156,-0.231260,-0.232094,0.000834
-0.230809,-0.230893,-0.231748,0.000855
-0.230463,-0.230512,-0.231402,0.000889
-0.230117,-0.230258,-0.231055,0.000797
-0.229770,-0.229833,-0.230709,0.000876
-0.229424,-0.229445,-0.230362,0.000918
-0.229077,-0.229069,-0.230016,0.000947
-0.228731,-0.228746,-0.229670,0.000924
-0.228385,-0.228401,-0.229323,0.000922
-0.228038,-0.228183,-0.228977,0.000793
-0.227692,-0.227818,-0.228630,0.000813
-0.227345,-0.227420,-0.228284,0.000864
-0.226999,-0.227033,-0.227937,0.000904
-0.226653,-0.226792,-0.227591,0.000799
-0.226306,-0.226424,-0.227245,0.000821
-0.225960,-0.226112,-0.226898,0.000786
-0.225613,-0.225628,-0.226552,0.000923
-0.225267,-0.225395,-0.226205,0.000810
-0.224920,-0.224912,-0.225859,0.000947
-0.224574,-0.224634,-0.225513,0.000878
-0.224228,-0.224244,-0.225166,0.000922
-0.223881,-0.224028,-0.224820,0.000792
-0.223535,-0.223639,-0.224473,0.000835
-0.223188,-0.223180,-0.224127,0.000947
-0.222842,-0.222834,-0.223781,0.000947
-0.222496,-0.222571,-0.223434,0.000863
-0.222149,-0.222229,-0.223088,0.000859
-0.221803,-0.221890,-0.222741,0.000852
-0.221456,-0.221516,-0.222395,0.000879
-0.221110,-0.221254,-0.222048,0.000795
-0.220764,-0.220810,-0.221702,0.000893
-0.220417,-0.220557,-0.221356,0.000799
-0.220071,-0.220144,-0.221009,0.000865
-0.219724,-0.219788,-0.220663,0.000874
-0.219378,-0.219473,-0.220316,0.000844
-0.219031,-0.219044,-0.219970,0.000926
-0.218685,-0.218830,-0.219624,0.000794
-0.218339,-0.218370,-0.219277,0.000907
-0.217992,-0.218062,-0.218931,0.000869
-0.217646,-0.217756,-0.218584,0.000828
-0.217299,-0.217286,-0.218238,0.000952
-0.216953,-0.217066,-0.217892,0.000825
-0.216607,-0.216610,-0.217545,0.000935
-0.216260,-0.216376,-0.217199,0.000823
-0.215914,-0.216058,-0.216852,0.000795
-0.215567,-0.215606,-0.216506,0.000900
-0.215221,-0.215307,-0.216160,0.000852
-0.214875,-0.214898,-0.215813,0.000915
-0.214528,-0.214567,-0.215467,0.000899
-0.214182,-0.214198,-0.215120,0.000922
-0.213835,-0.213932,-0.214774,0.000842
-0.213489,-0.213577,-0.214427,0.000850
-0.213143,-0.213221,-0.214081,0.000860
-0.212796,-0.212847,-0.213735,0.000887
-0.212450,-0.212548,-0.213388,0.000841
-0.212103,-0.212113,-0.213042,0.000929
-0.211757,-0.211786,-0.212695,0.000910
-0.211410,-0.211415,-0.212349,0.000934
-0.211064,-0.211156,-0.212003,0.000846
-0.210718,-0.210804,-0.211656,0.000852
-0.210371,-0.210445,-0.211310,0.000865
-0.210025,-0.210125,-0.210963,0.000839
-0.209678,-0.209701,-0.210617,0.000916
-0.209332,-0.209466,-0.210271,0.000805
-0.208986,-0.209135,-0.209924,0.000789
-0.208639,-0.208655,-0.209578,0.000923
-0.208293,-0.208388,-0.209231,0.000844
-0.207946,-0.207963,-0.208885,0.000922
-0.207600,-0.207753,-0.208539,0.000786
-0.207254,-0.207241,-0.208192,0.000951
-0.206907,-0.206971,-0.207846,0.000875
-0.206561,-0.206699,-0.207499,0.000800
-0.206214,-0.206325,-0.207153,0.000828
-0.205868,-0.205980,-0.206806,0.000826
-0.205522,-0.205552,-0.206460,0.000908
-0.205175,-0.205184,-0.206114,0.000930
-0.204829,-0.204840,-0.205767,0.000928
-0.204482,-0.204638,-0.205421,0.000783
-0.204136,-0.204238,-0.205074,0.000836
-0.203789,-0.203940,-0.204728,0.000788
-0.203443,-0.203576,-0.204382,0.000805
-0.203097,-0.203099,-0.204035,0.000936
-0.202750,-0.202750,-0.203689,0.000939
-0.202404,-0.202461,-0.203342,0.000881
-0.202057,-0.202122,-0.202996,0.000874
-0.201711,-0.201707,-0.202650,0.000942
-0.201365,-0.201400,-0.202303,0.000903
-0.201018,-0.201150,-0.201957,0.000806
-0.200672,-0.200728,-0.201610,0.000882
-0.200325,-0.200369,-0.201264,0.000895
-0.199979,-0.200050,-0.200917,0.000868
-0.199633,-0.199659,-0.200571,0.000912
-0.199286,-0.199348,-0.200225,0.000876
-0.198940,-0.199047,-0.199878,0.000832
-0.198593,-0.198653,-0.199532,0.000879
-0.198247,-0.198353,-0.199185,0.000833
-0.197900,-0.197901,-0.198839,0.000938
-0.197554,-0.197639,-0.198493,0.000854
-0.197208,-0.197251,-0.198146,0.000895
-0.196861,-0.196887,-0.197800,0.000913
-0.196515,-0.196622,-0.197453,0.000831
-0.196168,-0.196239,-0.197107,0.000868
-0.195822,-0.195973,-0.196761,0.000787
-0.195476,-0.195579,-0.196414,0.000835
-0.195129,-0.195136,-0.196068,0.000932
-0.194783,-0.194778,-0.195721,0.000944
-0.194436,-0.194443,-0.195375,0.000932
-0.194090,-0.194235,-0.195028,0.000794
-0.193744,-0.193845,-0.194682,0.000837
-0.193397,-0.193472,-0.194336,0.000864
-0.193051,-0.193139,-0.193989,0.000851
-0.192704,-0.192794,-0.193643,0.000849
-0.192358,-0.192481,-0.193296,0.000815
-0.192012,-0.192083,-0.192950,0.000867
-0.191665,-0.191733,-0.192604,0.000870
-0.191319,-0.191399,-0.192257,0.000858
-0.190972,-0.191063,-0.191911,0.000848
-0.190626,-0.190746,-0.191564,0.000818
-0.190279,-0.190320,-0.191218,0.000898
-0.189933,-0.189997,-0.190872,0.000875
-0.189587,-0.189655,-0.190525,0.000870
-0.189240,-0.189226,-0.190179,0.000952
-0.188894,-0.189046,-0.189832,0.000786
-0.188547,-0.188651,-0.189486,0.000835
-0.188201,-0.188332,-0.189140,0.000808
-0.187855,-0.188011,-0.188793,0.000782
-0.187508,-0.187593,-0.188447,0.000854
-0.187162,-0.187298,-0.188100,0.000802
-0.186815,-0.186826,-0.187754,0.000927
-0.186469,-0.186603,-0.187407,0.000805
-0.186123,-0.186274,-0.187061,0.000787
-0.185776,-0.185898,-0.186715,0.000817
-0.185430,-0.185548,-0.186368,0.000821
-0.185083,-0.185158,-0.186022,0.000864
-0.184737,-0.184790,-0.185675,0.000885
-0.184390,-0.184482,-0.185329,0.000847
-0.184044,-0.184118,-0.184983,0.000865
-0.183698,-0.183793,-0.184636,0.000843
-0.183351,-0.183425,-0.184290,0.000865
-0.183005,-0.183148,-0.183943,0.000795
-0.182658,-0.182667,-0.183597,0.000930
-0.182312,-0.182441,-0.183251,0.000809
-0.181966,-0.182001,-0.182904,0.000903
-0.181619,-0.181639,-0.182558,0.000919
-0.181273,-0.181286,-0.182211,0.000926
-0.180926,-0.180989,-0.181865,0.000876
-0.180580,-0.180649,-0.181518,0.000869
-0.180234,-0.180275,-0.181172,0.000897
-0.179887,-0.179906,-0.180826,0.000920
-0.179541,-0.179526,-0.180479,0.000953
-0.179194,-0.179320,-0.180133,0.000813
-0.178848,-0.178963,-0.179786,0.000823
-0.178502,-0.178501,-0.179440,0.000939
-0.178155,-0.178198,-0.179094,0.000896
-0.177809,-0.177932,-0.178747,0.000816
-0.177462,-0.177532,-0.178401,0.000869
-0.177116,-0.177196,-0.178054,0.000858
-0.176769,-0.176823,-0.177708,0.000885
-0.176423,-0.176459,-0.177362,0.000903
-0.176077,-0.176187,-0.177015,0.000828
-0.175730,-0.175767,-0.176669,0.000902
-0.175384,-0.175376,-0.176322,0.000946
-0.175037,-0.175079,-0.175976,0.000897
-0.174691,-0.174803,-0.175630,0.000826
-0.174345,-0.174494,-0.175283,0.000789
-0.173998,-0.174060,-0.174937,0.000877
-0.173652,-0.173673,-0.174590,0.000917
-0.173305,-0.173351,-0.174244,0.000893
-0.172959,-0.172952,-0.173897,0.000945
-0.172613,-0.172716,-0.173551,0.000835
-0.172266,-0.172281,-0.173205,0.000924
-0.171920,-0.172031,-0.172858,0.000827
-0.171573,-0.171581,-0.172512,0.000931
-0.171227,-0.171334,-0.172165,0.000831
-0.170880,-0.170981,-0.171819,0.000838
-0.170534,-0.170604,-0.171473,0.000869
-0.170188,-0.170193,-0.171126,0.000933
-0.169841,-0.169840,-0.170780,0.000940
-0.169495,-0.169594,-0.170433,0.000839
-0.169148,-0.169239,-0.170087,0.000848
-0.168802,-0.168917,-0.169741,0.000823
-0.168456,-0.168598,-0.169394,0.000796
-0.168109,-0.168116,-0.169048,0.000932
-0.167763,-0.167800,-0.168701,0.000901
-0.167416,-0.167561,-0.168355,0.000794
-0.167070,-0.167214,-0.168009,0.000795
-0.166724,-0.166839,-0.167662,0.000823
-0.166377,-0.166467,-0.167316,0.000849
-0.166031,-0.166144,-0.166969,0.000826
-0.165684,-0.165682,-0.166623,0.000940
-0.165338,-0.165423,-0.166276,0.000853
-0.164992,-0.165101,-0.165930,0.000829
-0.164645,-0.164719,-0.165584,0.000865
-0.164299,-0.164354,-0.165237,0.000884
-0.163952,-0.163986,-0.164891,0.000905
-0.163606,-0.163621,-0.164544,0.000923
-0.163259,-0.163283,-0.164198,0.000915
-0.162913,-0.162929,-0.163852,0.000923
-0.162567,-0.162693,-0.163505,0.000813
-0.162220,-0.162332,-0.163159,0.000826
-0.161874,-0.161978,-0.162812,0.000834
-0.161527,-0.161654,-0.162466,0.000812
-0.161181,-0.161283,-0.162120,0.000837
-0.160835,-0.160856,-0.161773,0.000917
-0.160488,-0.160525,-0.161427,0.000901
-0.160142,-0.160268,-0.161080,0.000812
-0.159795,-0.159786,-0.160734,0.000948
-0.159449,-0.159539,-0.160387,0.000848
-0.159103,-0.159232,-0.160041,0.000809
-0.158756,-0.158888,-0.159695,0.000807
-0.158410,-0.158499,-0.159348,0.000850
-0.158063,-0.158166,-0.159002,0.000836
-0.157717,-0.157712,-0.158655,0.000943
-0.157370,-0.157386,-0.158309,0.000923
-0.157024,-0.157092,-0.157963,0.000870
-0.156678,-0.156681,-0.157616,0.000935
-0.156331,-0.156346,-0.157270,0.000923
-0.155985,-0.156089,-0.156923,0.000835
-0.155638,-0.155654,-0.156577,0.000923
-0.155292,-0.155387,-0.156231,0.000843
-0.154946,-0.155054,-0.155884,0.000830
-0.154599,-0.154727,-0.155538,0.000810
-0.154253,-0.154327,-0.155191,0.000865
-0.153906,-0.153977,-0.154845,0.000868
-0.153560,-0.153628,-0.154499,0.000871
-0.153214,-0.153257,-0.154152,0.000895
-0.152867,-0.152948,-0.153806,0.000858
-0.152521,-0.152541,-0.153459,0.000919
-0.152174,-0.152206,-0.153113,0.000906
-0.151828,-0.151926,-0.152766,0.000840
-0.151482,-0.151630,-0.152420,0.000790
-0.151135,-0.151155,-0.152074,0.000918
-0.150789,-0.150902,-0.151727,0.000825
-0.150442,-0.150593,-0.151381,0.000787
-0.150096,-0.150123,-0.151034,0.000912
-0.149749,-0.149906,-0.150688,0.000782
-0.149403,-0.149471,-0.150342,0.000871
-0.149057,-0.149200,-0.149995,0.000795
-0.148710,-0.148757,-0.149649,0.000892
-0.148364,-0.148431,-0.149302,0.000871
-0.148017,-0.148132,-0.148956,0.000824
-0.147671,-0.147762,-0.148610,0.000847
-0.147325,-0.147326,-0.148263,0.000937
-0.146978,-0.147087,-0.147917,0.000830
-0.146632,-0.146735,-0.147570,0.000835
-0.146285,-0.146422,-0.147224,0.000802
-0.145939,-0.145963,-0.146877,0.000915
-0.145593,-0.145670,-0.146531,0.000861
-0.145246,-0.145271,-0.146185,0.000913
-0.144900,-0.144985,-0.145838,0.000854
-0.144553,-0.144679,-0.145492,0.000813
-0.144207,-0.144273,-0.145145,0.000873
-0.143861,-0.143846,-0.144799,0.000953
-0.143514,-0.143555,-0.144453,0.000898
-0.143168,-0.143313,-0.144106,0.000793
-0.142821,-0.142886,-0.143760,0.000874
-0.142475,-0.142538,-0.143413,0.000876
-0.142128,-0.142241,-0.143067,0.000826
-0.141782,-0.141907,-0.142721,0.000813
-0.141436,-0.141557,-0.142374,0.000817
-0.141089,-0.141081,-0.142028,0.000947
-0.140743,-0.140849,-0.141681,0.000832
-0.140396,-0.140511,-0.141335,0.000824
-0.140050,-0.140045,-0.140989,0.000943
-0.139704,-0.139755,-0.140642,0.000887
-0.139357,-0.139438,-0.140296,0.000858
-0.139011,-0.139040,-0.139949,0.000909
-0.138664,-0.138748,-0.139603,0.000855
-0.138318,-0.138411,-0.139256,0.000845
-0.137972,-0.138102,-0.138910,0.000808
-0.137625,-0.137681,-0.138564,0.000882
-0.137279,-0.137435,-0.138217,0.000782
-0.136932,-0.136955,-0.137871,0.000916
-0.136586,-0.136640,-0.137524,0.000885
-0.136239,-0.136314,-0.137178,0.000864
-0.135893,-0.136027,-0.136832,0.000805
-0.135547,-0.135593,-0.136485,0.000892
-0.135200,-0.135338,-0.136139,0.000801
-0.134854,-0.134963,-0.135792,0.000829
-0.134507,-0.134567,-0.135446,0.000879
-0.134161,-0.134223,-0.135100,0.000877
-0.133815,-0.133926,-0.134753,0.000827
-0.133468,-0.133557,-0.134407,0.000850
-0.133122,-0.133269,-0.134060,0.000791
-0.132775,-0.132773,-0.133714,0.000941
-0.132429,-0.132554,-0.133367,0.000813
-0.132083,-0.132197,-0.133021,0.000824
-0.131736,-0.131765,-0.132675,0.000909
-0.131390,-0.131532,-0.132328,0.000796
-0.131043,-0.131057,-0.131982,0.000924
-0.130697,-0.130694,-0.131635,0.000941
-0.130351,-0.130429,-0.131289,0.000860
-0.130004,-0.130010,-0.130943,0.000933
-0.129658,-0.129795,-0.130596,0.000801
-0.129311,-0.129468,-0.130250,0.000782
-0.128965,-0.128981,-0.129903,0.000922
-0.128618,-0.128617,-0.129557,0.000940
-0.128272,-0.128298,-0.129211,0.000913
-0.127926,-0.128043,-0.128864,0.000821
-0.127579,-0.127671,-0.128518,0.000847
-0.127233,-0.127260,-0.128171,0.000912
-0.126886,-0.126978,-0.127825,0.000847
-0.126540,-0.126536,-0.127479,0.000942
-0.126194,-0.126220,-0.127132,0.000912
-0.125847,-0.125946,-0.126786,0.000840
-0.125501,-0.125622,-0.126439,0.000817
-0.125154,-0.125233,-0.126093,0.000860
-0.124808,-0.124902,-0.125746,0.000844
-0.124462,-0.124613,-0.125400,0.000787
-0.124115,-0.124118,-0.125054,0.000936
-0.123769,-0.123872,-0.124707,0.000835
-0.123422,-0.123408,-0.124361,0.000953
-0.123076,-0.123062,-0.124014,0.000952
-0.122729,-0.122856,-0.123668,0.000812
-0.122383,-0.122372,-0.123322,0.000949
-0.122037,-0.122146,-0.122975,0.000830
-0.121690,-0.121844,-0.122629,0.000785
-0.121344,-0.121383,-0.122282,0.000899
-0.120997,-0.121118,-0.121936,0.000818
-0.120651,-0.120739,-0.121590,0.000851
-0.120305,-0.120397,-0.121243,0.000846
-0.119958,-0.120055,-0.120897,0.000842
-0.119612,-0.119698,-0.120550,0.000853
-0.119265,-0.119359,-0.120204,0.000845
-0.118919,-0.118958,-0.119857,0.000899
-0.118573,-0.118637,-0.119511,0.000874
-0.118226,-0.118276,-0.119165,0.000889
-0.117880,-0.117892,-0.118818,0.000927
-0.117533,-0.117661,-0.118472,0.000810
-0.117187,-0.117185,-0.118125,0.000941
-0.116841,-0.116868,-0.117779,0.000911
-0.116494,-0.116577,-0.117433,0.000856
-0.116148,-0.116233,-0.117086,0.000853
-0.115801,-0.115928,-0.116740,0.000812
-0.115455,-0.115455,-0.116393,0.000939
-0.115108,-0.115157,-0.116047,0.000890
-0.114762,-0.114859,-0.115701,0.000842
-0.114416,-0.114555,-0.115354,0.000799
-0.114069,-0.114113,-0.115008,0.000895
-0.113723,-0.113723,-0.114661,0.000938
-0.113376,-0.113445,-0.114315,0.000870
-0.113030,-0.113118,-0.113969,0.000850
-0.112684,-0.112681,-0.113622,0.000941
-0.112337,-0.112332,-0.113276,0.000944
-0.111991,-0.112011,-0.112929,0.000919
-0.111644,-0.111690,-0.112583,0.000893
-0.111298,-0.111418,-0.112236,0.000818
-0.110952,-0.111058,-0.111890,0.000832
-0.110605,-0.110691,-0.111544,0.000853
-0.110259,-0.110246,-0.111197,0.000951
-0.109912,-0.109900,-0.110851,0.000951
-0.109566,-0.109584,-0.110504,0.000920
-0.109219,-0.109357,-0.110158,0.000801
-0.108873,-0.108871,-0.109812,0.000940
-0.108527,-0.108637,-0.109465,0.000829
-0.108180,-0.108328,-0.109119,0.000791
-0.107834,-0.107913,-0.108772,0.000860
-0.107487,-0.107522,-0.108426,0.000904
-0.107141,-0.107284,-0.108080,0.000795
-0.106795,-0.106863,-0.107733,0.000870
-0.106448,-0.106547,-0.107387,0.000840
-0.106102,-0.106152,-0.107040,0.000889
-0.105755,-0.105824,-0.106694,0.000870
-0.105409,-0.105437,-0.106347,0.000911
-0.105063,-0.105205,-0.106001,0.000796
-0.104716,-0.104761,-0.105655,0.000894
-0.104370,-0.104418,-0.105308,0.000890
-0.104023,-0.104074,-0.104962,0.000888
-0.103677,-0.103708,-0.104615,0.000907
-0.103331,-0.103440,-0.104269,0.000830
-0.102984,-0.103092,-0.103923,0.000831
-0.102638,-0.102781,-0.103576,0.000795
-0.102291,-0.102286,-0.103230,0.000944
-0.101945,-0.102055,-0.102883,0.000829
-0.101598,-0.101617,-0.102537,0.000920
-0.101252,-0.101278,-0.102191,0.000913
-0.100906,-0.100912,-0.101844,0.000932
-0.100559,-0.100609,-0.101498,0.000888
-0.100213,-0.100272,-0.101151,0.000879
-0.099866,-0.099927,-0.100805,0.000878
-0.099520,-0.099520,-0.100459,0.000938
-0.099174,-0.099288,-0.100112,0.000824
-0.098827,-0.098815,-0.099766,0.000950
-0.098481,-0.098488,-0.099419,0.000931
-0.098134,-0.098241,-0.099073,0.000831
-0.097788,-0.097820,-0.098726,0.000906
-0.097442,-0.097539,-0.098380,0.000841
-0.097095,-0.097244,-0.098034,0.000789
-0.096749,-0.096813,-0.097687,0.000874
-0.096402,-0.096514,-0.097341,0.000827
-0.096056,-0.096145,-0.096994,0.000850
-0.095709,-0.095696,-0.096648,0.000952
-0.095363,-0.095458,-0.096302,0.000843
-0.095017,-0.095030,-0.095955,0.000925
-0.094670,-0.094752,-0.095609,0.000857
-0.094324,-0.094442,-0.095262,0.000821
-0.093977,-0.094075,-0.094916,0.000841
-0.093631,-0.093747,-0.094570,0.000823
-0.093285,-0.093323,-0.094223,0.000901
-0.092938,-0.092939,-0.093877,0.000938
-0.092592,-0.092585,-0.093530,0.000945
-0.092245,-0.092250,-0.093184,0.000934
-0.091899,-0.091919,-0.092837,0.000918
-0.091553,-0.091661,-0.092491,0.000830
-0.091206,-0.091344,-0.092145,0.000801
-0.090860,-0.090847,-0.091798,0.000951
-0.090513,-0.090663,-0.091452,0.000789
-0.090167,-0.090322,-0.091105,0.000783
-0.089821,-0.089926,-0.090759,0.000833
-0.089474,-0.089608,-0.090413,0.000804
-0.089128,-0.089127,-0.090066,0.000939
-0.088781,-0.088932,-0.089720,0.000788
-0.088435,-0.088548,-0.089373,0.000826
-0.088088,-0.088147,-0.089027,0.000880
-0.087742,-0.087879,-0.088681,0.000801
-0.087396,-0.087455,-0.088334,0.000879
-0.087049,-0.087168,-0.087988,0.000820
-0.086703,-0.086765,-0.087641,0.000876
-0.086356,-0.086498,-0.087295,0.000797
-0.086010,-0.086120,-0.086949,0.000829
-0.085664,-0.085695,-0.086602,0.000907
-0.085317,-0.085314,-0.086256,0.000942
-0.084971,-0.085029,-0.085909,0.000881
-0.084624,-0.084654,-0.085563,0.000909
-0.084278,-0.084308,-0.085216,0.000909
-0.083932,-0.084079,-0.084870,0.000791
-0.083585,-0.083673,-0.084524,0.000850
-0.083239,-0.083248,-0.084177,0.000930
-0.082892,-0.083020,-0.083831,0.000811
-0.082546,-0.082641,-0.083484,0.000843
-0.082199,-0.082231,-0.083138,0.000907
-0.081853,-0.081880,-0.082792,0.000911
-0.081507,-0.081575,-0.082445,0.000871
-0.081160,-0.081222,-0.082099,0.000877
-0.080814,-0.080800,-0.081752,0.000952
-0.080467,-0.080521,-0.081406,0.000885
-0.080121,-0.080134,-0.081060,0.000925
-0.079775,-0.079823,-0.080713,0.000890
-0.079428,-0.079441,-0.080367,0.000926
-0.079082,-0.079137,-0.080020,0.000884
-0.078735,-0.078804,-0.079674,0.000870
-0.078389,-0.078412,-0.079327,0.000915
-0.078043,-0.078187,-0.078981,0.000794
-0.077696,-0.077768,-0.078635,0.000867
-0.077350,-0.077360,-0.078288,0.000928
-0.077003,-0.077079,-0.077942,0.000863
-0.076657,-0.076719,-0.077595,0.000876
-0.076311,-0.076320,-0.077249,0.000929
-0.075964,-0.076083,-0.076903,0.000820
-0.075618,-0.075759,-0.076556,0.000797
-0.075271,-0.075334,-0.076210,0.000875
-0.074925,-0.074968,-0.075863,0.000895
-0.074578,-0.074718,-0.075517,0.000799
-0.074232,-0.074265,-0.075171,0.000906
